customerID,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,Has_Internet_Service,gender_Female,gender_Male,Contract_Month-to-month,Contract_One year,Contract_Two year,InternetService_DSL,InternetService_Fiber optic,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_outlier,MonthlyCharges_outlier,TotalCharges_outlier
2474-LCNUE,0,1,0,0.3098591549295775,1,1,0,0,0,1,1,1,1,0.569983983921113,0.2023821993445959,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0
0839-QNXME,0,0,0,0.4084507042253521,1,0,0,0,0,0,0,0,0,0.0020936050832731368,0.06970526767321572,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3506-OVLKD,0,0,0,0.47887323943661975,1,1,0,0,0,0,0,0,0,0.07327617791455995,0.11659110066986887,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
9172-ANCRX,0,0,0,0.1267605633802817,1,1,1,0,0,0,1,1,1,0.8322080206010741,0.11896033159257208,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
6650-VJONK,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.25803682651341486,0.002992712744467222,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
2178-PMGCJ,0,0,0,0.295774647887324,1,0,0,0,0,0,0,0,1,0.5286352835264685,0.18342835196297017,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
7492-TAFJD,0,1,1,0.08450704225352114,0,0,1,1,1,0,0,0,0,0.20255629180667648,0.032545751096081044,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
2773-MADBQ,0,0,0,0.49295774647887325,0,0,1,1,1,1,0,1,1,0.3548660616147976,0.23467855771197135,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0
6016-LVTJQ,0,1,1,0.46478873239436624,1,0,0,0,0,0,0,0,0,0.015178636853730276,0.08691336595390224,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
7860-KSUGX,0,1,1,1.0,1,1,1,1,1,0,0,0,0,0.4736781500905485,0.5861976088225171,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
8966-KZXXA,0,1,1,0.49295774647887325,1,1,0,0,0,0,0,0,0,0.061761349956557715,0.11359838792540164,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
6910-HADCM,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0.5982476525453003,0.007107692768109653,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
4816-LXZYW,0,0,0,0.3098591549295775,1,1,0,1,0,0,0,0,1,0.6275581237111244,0.20662187573259114,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
9606-PBKBQ,1,1,0,0.4366197183098592,1,1,0,0,0,0,0,1,1,0.6887960723968638,0.32707856369739685,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
5149-QYTTU,0,1,1,0.9859154929577465,1,1,1,1,1,1,0,0,1,0.7950465303729758,0.841825155745759,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0
2070-XYMFH,1,0,0,0.3098591549295775,1,1,0,0,1,0,0,0,1,0.6296517287943975,0.22644859766468647,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2085-BOJKI,0,1,0,0.22535211267605634,1,0,0,0,1,0,1,1,1,0.8107485684975243,0.19564859566954465,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
0817-HSUSE,0,0,0,0.0,1,0,0,0,1,1,1,1,1,0.5893498309413895,0.006982996403756853,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
5442-PPTJY,0,1,1,0.15492957746478872,1,0,0,0,0,0,0,0,0,0.005234012708182856,0.029802431080319422,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1927-QEWMY,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0.01360843304127543,0.18492470833520377,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1663-MHLHE,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
5663-QBGIS,1,1,0,1.0,1,1,0,1,0,0,1,1,0,0.828544211705346,0.8616518776778543,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0
4450-MDZFX,0,1,1,0.8309859154929577,1,1,0,0,0,0,0,0,0,0.5773116017125689,0.5529036795403193,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
6701-DHKWQ,0,1,1,0.8450704225352113,0,0,0,1,1,1,1,0,0,0.33654701713615764,0.40214577503778304,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0
7554-AKDQF,0,1,0,0.07042253521126761,1,0,0,0,0,0,0,0,0,0.276879272262873,0.03790769476325148,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
3536-IQCTX,1,1,0,0.4366197183098592,1,1,0,0,0,0,0,1,0,0.6919364800217734,0.3294477946201001,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
4911-BANWH,0,0,1,0.4225352112676057,1,1,0,0,0,0,1,0,1,0.7050215117922306,0.3339368637368009,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
8496-EJAUI,0,0,0,0.25352112676056343,1,0,0,1,0,0,0,0,1,0.5720775890043861,0.17519839191568531,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
0794-YVSGE,0,1,1,1.0,1,0,0,0,0,0,0,0,0,0.011514827958002294,0.17233037553557087,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
5423-BHIXO,0,0,0,0.4366197183098592,1,1,0,1,0,0,0,0,1,0.3663808895727999,0.2144777466868176,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
6908-VVYHM,0,1,0,0.9014084507042254,1,1,0,1,0,0,0,1,1,0.7479404159993301,0.7372049060537591,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
2959-EEXWB,0,1,1,0.619718309859155,0,0,1,0,0,0,1,1,1,0.331836405698793,0.28854738711238137,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0
1839-UMACK,0,0,0,0.5774647887323944,1,1,0,0,0,0,0,0,0,0.061237948685739424,0.11596761884810486,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
3030-YDNRM,0,0,0,0.09859154929577466,1,1,0,0,0,0,0,0,1,0.5825456144207518,0.06895708948709892,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
7321-KKSDU,0,0,1,0.4366197183098592,1,0,0,0,0,0,0,0,0,0.01360843304127543,0.08441943866684623,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
3402-XRIUO,1,1,0,0.295774647887324,1,1,1,1,0,1,0,0,1,0.46425692721581924,0.16983644824851485,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
3132-TVFDZ,1,1,0,0.7887323943661972,0,0,0,0,0,0,1,1,1,0.2685048519297806,0.3183498181927008,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
8286-AFUYI,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0.3009557307205142,0.0034914982018784263,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
8080-DDEMJ,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0.2711218582838719,0.003242105473172824,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
8356-WUAOJ,0,1,0,0.0,1,0,0,0,0,0,0,0,1,0.27007505574223534,0.003242105473172824,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
6365-MTGZX,0,0,0,0.323943661971831,1,0,0,0,0,1,1,1,1,0.8039443519768866,0.2622364542339404,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
1349-WXNGG,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.008897821603910866,0.00012469636435280106,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
8058-DMYRU,1,0,0,0.7464788732394366,1,1,0,1,0,0,0,1,1,0.7416596007495107,0.6125085417009581,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
9350-ZXYJC,0,0,0,0.04225352112676056,1,1,0,0,0,0,0,0,1,0.06385495503983088,0.01209554734222169,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
6990-YNRIO,0,1,1,0.9014084507042254,1,1,1,0,1,1,1,1,0,0.9363648734939128,0.8626494485926768,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0
8958-JPTRR,0,1,0,0.7746478873239437,1,1,0,0,0,0,0,0,0,0.05338692962346517,0.15487288452617876,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6959-GQEGV,0,0,0,0.619718309859155,1,0,1,0,1,0,1,1,1,0.5940604423787541,0.4057619696040142,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
3173-WSSUE,0,1,1,0.9859154929577465,1,0,0,0,0,0,0,0,0,0.005234012708182856,0.1740761246365101,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1265-HVPZB,0,1,0,0.8169014084507042,1,0,1,1,1,0,1,0,0,0.4940907996524616,0.4911789791856829,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
4115-UMJFQ,0,0,0,0.9577464788732395,0,0,0,1,1,0,0,0,1,0.1732458206408525,0.3083741090444767,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
7369-TRPFD,0,0,0,0.25352112676056343,1,0,0,0,0,0,0,0,0,0.0,0.03242105473172824,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
1098-KFQEC,0,1,1,0.7605633802816901,1,0,0,0,0,0,0,0,0,0.0020936050832731368,0.13267693167138017,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
7190-XHTWJ,0,0,0,0.5211267605633804,1,0,0,0,0,0,0,0,0,0.0010468025416365823,0.09177652416366149,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0621-TWIEM,0,0,0,0.1267605633802817,1,0,0,0,0,0,0,0,1,0.27583246972123643,0.047758707547122754,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
3537-RYBHH,1,1,0,0.647887323943662,1,1,1,1,1,0,0,0,1,0.5050822263396456,0.4031433459526054,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0
2485-ITVKB,0,1,0,0.014084507042253521,0,0,0,0,0,0,0,1,1,0.16644160412021483,0.006110121853287246,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
3669-OYSJI,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.2826366862418742,0.0033668018375256252,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
1612-EOHDH,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.2716452595546902,0.003242105473172824,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
6702-OHFWR,1,0,0,0.0,0,0,0,1,1,0,0,1,1,0.25227941253441366,0.002992712744467222,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
5296-BFCYD,0,1,1,0.6338028169014085,1,0,0,0,0,0,0,0,1,0.009421222874729157,0.11434656611151844,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
4510-PYUSH,1,0,0,0.5211267605633804,1,0,1,1,0,0,0,0,1,0.39726156455107875,0.2781975888710989,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0
9359-JANWS,0,1,0,0.9014084507042254,1,0,1,0,1,1,0,0,0,0.4155806090297187,0.47858464638604997,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0
7517-SAWMO,0,1,0,0.25352112676056343,1,0,1,0,0,0,0,0,1,0.5652733724837484,0.17731823010968292,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
4143-HHPMK,0,0,0,0.7183098591549296,1,0,0,1,0,0,0,1,1,0.6924598812925917,0.5385635976397471,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
3279-DYZQM,0,1,1,0.9859154929577465,1,0,0,0,0,0,0,0,0,0.002617006354091428,0.16946235915545646,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
7054-LGEQW,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.28001967988778287,0.003242105473172824,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
0523-VNGTF,1,0,0,0.7183098591549296,0,0,0,1,1,1,1,0,1,0.3276491955322468,0.317601640006584,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
9575-IWCAZ,0,1,0,0.07042253521126761,1,1,0,0,0,0,0,0,0,0.061761349956557715,0.01895384738162574,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
7105-MXJLL,1,1,0,0.35211267605633806,1,0,0,0,1,0,0,1,0,0.4344230547791771,0.19677086294871987,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0
7064-FRRSW,1,0,0,0.6619718309859155,1,1,0,1,0,0,1,1,1,0.8353484282259837,0.5891903215669844,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
7940-UQQUG,0,1,1,0.8873239436619719,1,1,1,0,0,1,1,1,1,0.8918757654743587,0.8357150338924718,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0
0923-PNFUB,0,0,0,0.02816901408450704,1,0,0,1,0,0,1,0,0,0.6757110406264066,0.02843077107243861,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
3961-SXAXY,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.2601304315966879,0.003117409108820023,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
7010-BRBUU,0,1,1,1.0,1,1,0,0,0,0,0,0,0,0.051293324540192003,0.2138542648650536,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
3566-HJGPK,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.27583246972123643,0.003242105473172824,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
3062-ICYZQ,0,1,1,0.7042253521126761,1,1,1,1,0,0,0,1,1,0.780914696060882,0.5636275668746602,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
9938-PRCVK,0,1,1,0.5633802816901409,1,0,0,0,0,0,0,0,0,0.005234012708182856,0.09788664601694873,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0973-KYVNF,0,1,1,1.0,1,0,1,1,1,0,1,0,1,0.5385799076720159,0.6224842508491822,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0
5129-HHMZC,0,1,0,0.5915492957746479,1,1,1,1,0,1,1,1,0,0.7039747092505941,0.4432955752742073,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0
9637-CDTKZ,0,1,0,1.0,1,1,1,1,1,1,1,1,1,0.993415612013106,1.0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1
3946-JEWRQ,0,1,0,0.647887323943662,1,1,0,0,0,0,1,1,1,0.7955699316437941,0.5666202796191274,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
7873-CVMAW,0,0,0,1.0,1,1,1,1,1,1,1,1,0,0.725957562624962,0.7909490390898163,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
0463-WZZKO,0,0,0,0.02816901408450704,1,0,0,0,0,0,0,0,1,0.01622543939536686,0.005985425488934444,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
3494-JCHRQ,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.5322990924221964,0.006359514581992848,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
6474-FVJLC,0,0,0,0.014084507042253521,1,1,0,0,0,0,0,1,1,0.6992640978132295,0.018205669195508936,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
4524-QCSSM,0,0,0,0.35211267605633806,0,0,1,1,0,0,0,1,1,0.2664112468465073,0.14177976626913466,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
5832-EXGTT,0,1,1,0.3943661971830986,1,0,1,0,0,0,0,1,1,0.4291890420709942,0.22632390130033367,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
8840-DQLGN,1,1,0,0.47887323943661975,1,1,1,1,0,1,1,0,1,0.8510504663505324,0.4531465880580786,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0
2039-JONDJ,0,0,0,0.36619718309859156,1,0,1,1,0,0,0,0,0,0.3794659213432571,0.18180729922638375,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
7217-JYHOQ,0,1,1,0.323943661971831,1,0,1,1,0,1,0,1,1,0.5349160987762878,0.21036276666317516,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
6695-FRVEC,0,1,1,0.9295774647887325,1,0,1,0,1,1,0,0,1,0.43128264715426723,0.4905554973639189,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
4547-LYTDD,0,0,0,0.2112676056338028,1,1,0,0,0,0,0,0,0,0.5595159585047473,0.1465182281145411,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
9894-QMIMJ,0,0,0,0.3098591549295775,1,0,0,1,1,0,0,0,0,0.383129730238985,0.1631028445734636,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0
8069-YQQAJ,0,0,0,0.18309859154929578,0,0,0,1,0,0,0,0,1,0.12456950245475198,0.04987854574112037,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
6770-XUAGN,0,1,1,0.0,1,0,0,0,0,0,0,0,1,0.018842445749458286,0.0002493927287056017,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
4193-ORFCL,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0.2711218582838719,0.003242105473172824,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
1636-NTNCO,1,0,0,0.04225352112676056,0,0,0,1,0,0,1,1,1,0.3323598069696113,0.023442916498326576,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
3466-WAESX,0,0,1,0.2112676056338028,1,1,1,1,0,0,0,1,1,0.5223544682766489,0.13267693167138017,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
9281-PKKZE,0,1,0,0.6338028169014085,0,0,0,0,0,0,1,1,1,0.25908362905505145,0.24789637233336823,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
3638-VBZTA,0,0,1,0.943661971830986,1,1,1,1,0,1,1,1,1,0.7044981105214124,0.7310947842004718,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
7459-IMVYU,0,0,0,0.5211267605633804,1,1,1,1,1,1,0,0,0,0.5312522898805598,0.3289490091626889,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
7776-QWNFX,1,1,0,0.4084507042253521,1,0,0,1,0,0,0,0,1,0.3266023929906101,0.1880421174440238,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
6689-TCZHQ,1,0,0,0.056338028169014086,1,0,0,0,0,0,0,1,0,0.6254645186278512,0.04476599480265553,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
8563-OYMQY,0,0,0,0.22535211267605634,1,0,0,1,1,0,0,1,1,0.7510808236242398,0.19864130841401187,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
0754-EEBDC,0,1,1,0.04225352112676056,1,0,0,0,0,0,0,0,0,0.007327617791455993,0.007107692768109653,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
5777-ZPQNC,0,0,0,0.15492957746478872,1,0,0,0,0,0,0,0,0,0.00994462414554742,0.03005182380902502,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1951-IEYXM,0,1,1,1.0,1,1,1,1,1,1,1,1,1,0.7474170147285117,0.8008000518736875,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
3318-NMQXL,0,0,0,0.02816901408450704,1,0,0,0,0,0,1,1,1,0.7620722503114238,0.03080000199514183,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
3143-ILDAL,0,0,0,0.7746478873239437,1,1,0,1,0,1,0,1,1,0.7877189125815198,0.6365749400210488,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
1022-RKXDR,0,0,0,0.5633802816901409,1,1,0,0,0,0,0,0,1,0.059144343602466315,0.11758867158469127,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2361-FJWNO,0,0,0,0.5492957746478874,0,0,0,1,0,1,0,0,0,0.17586282699494396,0.16996114461286765,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
2272-UOINI,0,0,0,0.08450704225352114,1,0,1,1,0,1,1,1,1,0.6207539071904867,0.06883239312274611,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
8232-UTFOZ,0,0,0,0.9577464788732395,1,0,0,0,0,0,0,0,0,0.007851019062274284,0.1720809828068653,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
3750-YHRYO,0,1,1,0.08450704225352114,1,0,0,0,0,0,0,0,0,0.015178636853730276,0.016335223730216925,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6637-KYRCV,0,1,1,0.056338028169014086,0,0,0,1,0,0,0,0,1,0.11828868720493255,0.01845506192421454,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
5668-MEISB,0,1,1,1.0,1,1,1,1,1,1,1,0,0,0.9096714086821803,0.9524308309266935,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0
0129-QMPDR,0,1,1,0.6056338028169015,1,0,0,0,0,0,0,0,1,0.01360843304127543,0.10549312424246958,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
7188-CBBBA,0,0,0,0.9014084507042254,1,1,0,1,1,0,1,0,1,0.7987103392687037,0.7648874989400809,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0
5356-CSVSQ,0,0,0,0.02816901408450704,1,1,0,0,0,1,1,0,0,0.47524835390300324,0.019327936474684143,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
3221-CJMSG,0,0,0,0.323943661971831,1,0,0,0,0,1,0,0,1,0.3339300107820662,0.15587045544100117,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
4720-VSTSI,0,0,0,0.6056338028169015,1,1,0,1,1,0,0,0,1,0.6867024673135906,0.479208128207814,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0
3219-JQRSL,1,1,0,1.0,1,1,1,1,1,1,1,1,0,0.7317149766039631,0.7897020754462882,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0
2801-NISEI,0,0,0,0.323943661971831,1,0,1,0,0,1,0,0,0,0.37423190863507416,0.16572146822487244,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
3946-MHCZW,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0.331836405698793,0.0038655872949368286,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
4623-ZKHLY,0,1,0,0.295774647887324,1,0,0,0,0,0,0,0,1,0.01308503177045714,0.056362756687466015,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
6732-VAILE,0,1,1,0.971830985915493,1,1,0,1,1,1,1,1,1,0.6987406965424112,0.7372049060537591,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
8201-AAXCB,0,1,1,0.33802816901408456,1,1,0,0,0,0,1,0,0,0.43075924588344905,0.1727044646286293,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
7696-CFTAT,0,1,1,0.5070422535211268,1,0,0,0,0,0,0,0,0,0.006280815249819438,0.08816032959743025,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1845-CSBRZ,1,1,1,0.295774647887324,1,1,0,0,0,0,1,0,0,0.6924598812925917,0.2421603395731394,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0
2123-VSCOT,0,1,1,0.8169014084507042,1,1,0,0,1,1,1,0,1,0.553758544525746,0.5206073211729438,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
6651-AZVTJ,0,1,1,0.676056338028169,1,1,0,0,1,0,1,1,1,0.8437228485590763,0.6051514562041429,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
4566-GOLUK,0,1,1,0.647887323943662,1,1,0,0,1,1,1,1,1,0.9227564404526375,0.6358267618349319,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
2484-DGXPZ,0,1,1,0.4225352112676057,1,0,0,0,0,0,0,0,1,0.00366380889572801,0.07968097682143979,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2018-QKYGT,0,1,1,0.0,1,0,0,0,0,0,0,1,1,0.6474473720022192,0.007731174589873657,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
2792-VPPET,0,0,0,0.02816901408450704,1,0,0,0,0,0,0,0,1,0.01360843304127543,0.007107692768109653,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
7409-JURKQ,0,1,0,0.7323943661971831,1,1,0,1,1,1,1,1,1,0.9693391535554648,0.7219919496027173,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0
3247-MHJKM,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.010468025416365712,0.00012469636435280106,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
1964-SVLEA,0,0,0,0.26760563380281693,1,0,0,0,0,0,0,0,1,0.005234012708182856,0.04937976028370917,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
4587-NUKOX,0,0,0,0.02816901408450704,1,0,1,1,0,0,0,0,1,0.627034722440306,0.028306074708085813,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
7297-DVYGA,0,0,0,0.7042253521126761,1,0,0,0,0,0,0,0,1,0.006804216520637729,0.1218283479726865,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2239-CGBUZ,0,1,0,0.7042253521126761,1,0,1,1,0,1,0,0,1,0.4323294496959039,0.38980083496685575,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0
0854-UYHZD,0,1,1,0.16901408450704225,1,0,0,0,0,0,0,0,0,0.00366380889572801,0.030675305630789025,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
7243-LCGGZ,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.017795643207821704,0.00012469636435280106,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
8267-KFGYD,0,0,1,0.0,1,0,0,0,0,0,0,0,1,0.019365847020276578,0.0002493927287056017,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
4890-VMUAV,0,0,0,0.8732394366197184,1,1,1,1,1,1,0,0,0,0.5474777292759266,0.5682413323557138,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
9261-WDCAF,0,0,0,0.02816901408450704,1,0,0,0,0,0,0,1,0,0.3710915010101644,0.021198381939976155,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
3764-MNMOI,0,0,0,0.6338028169014085,1,0,0,0,0,0,0,0,0,0.0,0.11085506790964002,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
7442-YGZFK,0,0,0,0.0,1,1,0,0,0,0,0,0,1,0.32032157774079073,0.0037408909305840276,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
0420-BWTPW,0,0,1,0.09859154929577466,0,0,0,0,0,0,0,0,0,0.06594856012310399,0.024440487413148984,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
8229-BUJHX,0,1,1,0.9859154929577465,1,0,0,0,0,0,0,0,0,0.01360843304127543,0.18467531560649816,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
7449-HVPIV,0,1,1,0.7605633802816901,1,1,0,0,1,0,1,0,1,0.7453234096452387,0.6334575309122287,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
